,Unnamed: 0,s_name,lat,lot,sido_name,gugun_name,doro_address,tel
40,40,대치,37.49966175,127.06221709999998,서울,강남구,서울특별시 강남구 도곡로 511 (대치동),02-758-8063
41,41,기술센터,37.50329211,127.0436409,서울,강남구,"서울특별시 강남구 테헤란로 305, 한국기술센터 1층 (역삼동)",02-6009-3410
42,42,SSG마켓도곡R,37.490297999999996,127.054895,서울,강남구,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",02-2191-1219
43,43,삼성,37.50703529,127.05555030000001,서울,강남구,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",02-758-8038
44,44,선릉세화빌딩,37.50377562,127.05119599999999,서울,강남구,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 1층 (대치동)",02-758-8028
45,45,압구정역,37.52674095,127.0281105,서울,강남구,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",02-758-8013
46,46,압구정로,37.52680046,127.0347174,서울,강남구,서울특별시 강남구 압구정로42길 32 (신사동),02-758-8231
47,47,구역삼사거리,37.49592355,127.0388645,서울,강남구,서울특별시 강남구 논현로 401 (역삼동),02-758-8247
48,48,큰길타워,37.50236693,127.0407,서울,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",02-758-8116
49,49,강남구청역,37.5165849,127.04124330000002,서울,강남구,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",02-758-8119
50,50,대치역,37.493553999999996,127.061874,서울,강남구,"서울특별시 강남구 남부순환로 2936, 원플러스 상가107호 (대치동)",02-758-8120
51,51,포이,37.47781106,127.04514109999998,서울,강남구,서울특별시 강남구 논현로 88 (개포동),02-758-8122
52,52,아크플레이스,37.49971982,127.0349084,서울,강남구,서울특별시 강남구 테헤란로 142 (역삼동),02-758-8158
53,53,학여울역,37.49803646,127.0684943,서울,강남구,서울특별시 강남구 영동대로 215 (대치동),02-758-8151
54,54,선정릉역,37.51075489999999,127.04455970000004,서울,강남구,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,02-758-8970
55,55,삼성현대힐,37.51354184,127.0527183,서울,강남구,서울특별시 강남구 삼성로 605 (삼성동),02-758-8278
56,56,GS타워,37.5018592,127.03727759999992,서울,강남구,서울특별시 강남구 논현로 508 (역삼동),02-758-8129
57,57,압구정미소,37.52405601,127.027915,서울,강남구,서울특별시 강남구 논현로 841 (신사동),02-758-8109
58,58,선릉역,37.50393894,127.0485135,서울,강남구,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",02-758-8108
59,59,수서,37.48801132,127.10175079999999,서울,강남구,서울특별시 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 지하2층,02-758-8165
60,60,코엑스사거리,37.515351,127.06010900000001,서울,강남구,서울특별시 강남구 영동대로 616 (삼성동),02-758-8478
61,61,역삼럭키,37.492209,127.03938899999999,서울,강남구,서울특별시 강남구 도곡로 183 (역삼동),02-758-8463
62,62,차병원사거리,37.508032,127.03537299999999,서울,강남구,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)",02-758-8444
63,63,청담공원,37.5186549,127.05143870000006,서울,강남구,서울특별시 강남구 학동로 506 (삼성동),02-758-8394
64,64,신압구정,37.528115,127.036441,서울,강남구,서울특별시 강남구 언주로174길 29 (신사동),02-758-8398
65,65,아크로힐스논현,37.50898041,127.0403869,서울,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",02-758-8317
66,66,뱅뱅사거리,37.488585,127.03241499999999,서울,강남구,서울특별시 강남구 강남대로 282 (도곡동),02-758-8325
67,67,강남비젼타워,37.496455700000006,127.02968850000002,서울,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",02-758-8492
68,68,역삼역,37.50080096,127.0351577,서울,강남구,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)",02-758-8314
69,69,압구정로데오역,37.526548999999996,127.04043700000001,서울,강남구,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",02-758-8345
70,70,르네상스사거리,37.502721,127.044308,서울,강남구,서울특별시 강남구 테헤란로 306 (역삼동),02-758-8321
71,71,포스코,37.505759999999995,127.057966,서울,강남구,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",02-758-8331
72,72,선릉로,37.505053000000004,127.046577,서울,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",02-758-8552
73,73,삼성역,37.510015,127.063864,서울,강남구,서울특별시 강남구 테헤란로103길 9 (삼성동),02-758-8585
74,74,논현힐탑,37.511557700000004,127.03226199999996,서울,강남구,서울특별시 강남구 논현로 648 (논현동),02-758-8426
75,75,도산가로수길,37.51736229999999,127.02329570000006,서울,강남구,"서울특별시 강남구 도산대로 134, 2층 (논현동)",02-758-8429
76,76,미아뉴타운,37.618319,127.021072,서울,강북구,서울특별시 강북구 삼양로 161 (미아동),02-980-3341
77,77,강북구청사거리,37.6400354,127.02737659999998,서울,강북구,서울특별시 강북구 도봉로 365 (수유동),02-758-8944
78,78,미아사거리역,37.611809,127.03069709999998,서울,강북구,서울특별시 강북구 도봉로 32 (미아동),02-758-8859
79,79,수유역,37.6380167,127.02613500000008,서울,강북구,서울특별시 강북구 도봉로 342 (번동),02-758-8104
80,80,미아역,37.626148,127.026578,서울,강북구,서울특별시 강북구 도봉로 196 (미아동),02-758-8500
81,81,우장산역,37.54909,126.83598400000001,서울,강서구,서울특별시 강서구 강서로 267 (내발산동),02-2664-2624
82,82,마곡사이언스타워R,37.561492,126.833954,서울,강서구,서울특별시 강서구 마곡동로 62 (마곡동),02-2659-3585
83,83,방화DT,37.574339,126.81641499999999,서울,강서구,서울특별시 강서구 방화대로 375 (방화동),02-2664-3480
84,84,마곡나루역,37.56813,126.82614,서울,강서구,서울특별시 강서구 마곡중앙로 161-17 (마곡동),02-3662-3504
85,85,마곡GMG,37.560487,126.82966699999999,서울,강서구,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",02-2659-3404
86,86,가양역,37.561640000000004,126.85332700000001,서울,강서구,서울특별시 강서구 양천로 476 (등촌동),02-3661-3418
87,87,화곡DT,37.535149,126.86323200000001,서울,강서구,서울특별시 강서구 등촌로 57 (화곡동),02-2648-3257
88,88,양천향교역,37.566964,126.840731,서울,강서구,서울특별시 강서구 강서로 463 (마곡동),02-2658-3312
89,89,화곡동,37.5405115,126.83724129999999,서울,강서구,서울특별시 강서구 화곡로 142(화곡동),02-758-8881
90,90,등촌,37.55820429999999,126.84433919999992,서울,강서구,서울특별시 강서구 공항대로 329 (등촌동),02-758-8883
91,91,염창역,37.547359,126.87443600000002,서울,강서구,서울특별시 강서구 공항대로 627 (염창동),02-758-8694
92,92,발산역,37.56033,126.839279,서울,강서구,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,02-758-8720
93,93,가양이마트,37.5578966,126.86229779999996,서울,강서구,"서울특별시 강서구 양천로 559, 가양이마트 1층 (가양동)",02-758-8070
94,94,까치산역,37.532303000000006,126.84607700000001,서울,강서구,서울특별시 강서구 강서로13길 3 (화곡동),02-758-8538
95,95,관악서울대입구R,37.479343,126.95278,서울,관악구,서울특별시 관악구 관악로 158 (봉천동),02-883-3725
96,96,신림DT,37.480934999999995,126.90840700000001,서울,관악구,서울특별시 관악구 남부순환로 1419 (신림동),02-851-3283
97,97,서울대역,37.481598999999996,126.9522,서울,관악구,서울특별시 관악구 남부순환로 1817 (봉천동),02-876-3252
98,98,낙성대DT,37.476169,126.965005,서울,관악구,서울특별시 관악구 남부순환로 1948 (봉천동),02-872-3249
99,99,사당,37.476009999999995,126.980997,서울,관악구,서울특별시 관악구 남부순환로 2082-25,02-758-8721
100,100,보라매대교,37.491448999999996,126.925432,서울,관악구,"서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)",02-758-8629
101,101,신림사거리,37.484768,126.930467,서울,관악구,서울특별시 관악구 남부순환로 1619 (신림동),02-758-8645
102,102,신림,37.48609493,126.9291602,서울,관악구,서울특별시 관악구 신림로 355-1 (신림동),02-758-8290
103,103,신림역포도몰,37.48385383,126.93017990000001,서울,관악구,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)",02-758-8286
104,104,서울대입구역,37.48118,126.951324,서울,관악구,서울특별시 관악구 남부순환로 1812 (봉천동),02-758-8460
105,105,어린이대공원역,37.551946,127.07640400000001,서울,광진구,서울시 광진구 능동로243 ,02-464-3656
106,106,아차산역,37.5505388,127.0898757,서울,광진구,서울시 광진구 천호대로 676 ,02-455-3637
107,107,올림픽대교북단,37.541129,127.09523999999999,서울,광진구,서울특별시 광진구 광나루로 608 (구의동),02-453-3514
108,108,구의DT,37.5451984,127.0871587,서울,광진구,서울특별시 광진구 광나루로 519 (구의동),02-758-8901
109,109,자양사거리,37.5371158,127.0825821,서울,광진구,서울특별시 광진구 아차산로 355,02-758-8865
110,110,군자역,37.556703000000006,127.07891599999999,서울,광진구,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,02-758-8748
111,111,광나루,37.547442,127.105934,서울,광진구,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",02-758-8648
112,112,건대스타시티,37.53780432,127.07254509999999,서울,광진구,서울특별시 광진구 아차산로 262 (자양동),02-758-8197
113,113,자양,37.5354769,127.06914619999998,서울,광진구,서울특별시 광진구 능동로 50 (자양동),02-758-8159
114,114,강변역,37.536155,127.09308600000001,서울,광진구,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버,02-758-8759
115,115,건대입구,37.5406604,127.0707225,서울,광진구,서울특별시 광진구 능동로 107 (화양동),02-758-8305
116,116,구의역,37.53698,127.084015,서울,광진구,서울특별시 광진구 아차산로 373 (구의동),02-758-8476
117,117,광장,37.542857,127.09978899999999,서울,광진구,서울특별시 광진구 아차산로 537-17 (광장동),02-758-8508
118,118,건국클래식,37.53838,127.07070900000001,서울,광진구,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,02-758-8519
119,119,가산에스케이,37.48061318,126.88057020000001,서울,금천구,서울특별시 금천구 가산디지털1로 171 (가산동),02-6244-8046
120,120,독산사거리,37.471511,126.898775,서울,금천구,서울특별시 금천구 시흥대로 426 (독산동),02-838-3444
121,121,금천시흥,37.448624,126.90318300000001,서울,금천구,서울특별시 금천구 시흥대로 164 (시흥동),02-805-3360
122,122,가산디지털단지역,37.481324,126.883779,서울,금천구,서울특별시 금천구 벚꽃로 298 (가산동),02-2083-8302
123,123,금천독산,37.46914,126.895246,서울,금천구,서울특별시 금천구 두산로 70 (독산동),02-758-8765
124,124,가산디지털,37.479834600000004,126.88249969999993,서울,금천구,서울특별시 금천구 가산디지털1로 168 (가산동),02-758-8147
125,125,W-Mall,37.47730499,126.8876908,서울,금천구,서울특별시 금천구 디지털로 188 (가산동),02-758-8196
126,126,마리오아울렛,37.478701,126.885076,서울,금천구,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,02-758-8542
127,127,가산브이타워,37.477221,126.883683,서울,금천구,서울특별시 금천구 가산디지털1로 128 (가산동),02-758-8371
128,128,가산그레이트,37.479449100000004,126.88747680000006,서울,금천구,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",02-758-8346
129,129,월계트레이더스,37.627705299999995,127.06149779999998,서울,노원구,서울시 노원구 마들로3길 15 ,02-971-3748
130,130,상계초교사거리,37.656776,127.066442,서울,노원구,서울 노원구 노원로 449 ,02-931-3660
131,131,공릉DT,37.6206884,127.07431159999999,서울,노원구,서울특별시 노원구 동일로 1015 (공릉동),02-971-3457
132,132,노원마들역,37.660940999999994,127.058008,서울,노원구,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",02-934-3438
133,133,공릉역,37.626337,127.072252,서울,노원구,서울특별시 노원구 동일로 1081 (공릉동),02-972-3380
134,134,서울여대,37.626163,127.093084,서울,노원구,서울특별시 노원구 화랑로 621 (공릉동),02-758-8647
135,135,은행사거리,37.65048737,127.07598610000001,서울,노원구,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",02-758-8238
136,136,노원KT,37.654562,127.063617,서울,노원구,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",02-758-8523
137,137,광운대,37.6231479,127.06070090000004,서울,노원구,서울특별시 노원구 석계로 104 (월계동),02-758-8485
138,138,중계역,37.64817,127.06224399999999,서울,노원구,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",02-758-8567
139,139,노원역,37.654751,127.060034,서울,노원구,"서울특별시 노원구 동일로 1413, 1층 (상계동)",02-758-8584
140,140,월계이마트,37.627155,127.06209399999999,서울,노원구,서울특별시 노원구 마들로3길 15 (월계동),02-758-8573
141,141,창동이마트,37.651645,127.046869,서울,도봉구,서울특별시 도봉구 노해로65길 4 (창동),02-903-3791
142,142,쌍문역,37.648456,127.034783,서울,도봉구,서울특별시 도봉구 도봉로 480 (창동),02-758-8691
143,143,보라매공원R,37.49226212712864,126.92334570798292,서울,동작구,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",02-832-3693
144,144,이수자이,37.484414,126.980047,서울,동작구,서울특별시 동작구 사당로 300 (사당동 이수자이),02-588-3657
145,145,노량진역,37.51339,126.94087900000001,서울,동작구,서울특별시 동작구 노량진로 134 (노량진동),02-816-3581
146,146,신대방삼거리역,37.499914000000004,126.931766,서울,동작구,서울특별시 동작구 상도로 102 (상도동),02-813-3501
147,147,중앙대,37.506933000000004,126.958125,서울,동작구,서울특별시 동작구 흑석로 75-1 (흑석동),02-812-3250
148,148,숭실대입구역,37.4968346,126.95271230000004,서울,동작구,서울특별시 동작구 상도로 354 (상도동),02-815-3205
149,149,숭실대,37.49538073,126.95488909999999,서울,동작구,서울특별시 동작구 사당로 4 (상도동),02-758-8153
150,150,사당역,37.47849216,126.9813456,서울,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",02-758-8311
151,151,상암YTN,37.579183,126.892315,서울,마포구,서울특별시 마포구 상암산로 76 (상암동),02-304-3752
152,152,마포용강동,37.541185999999996,126.942209,서울,마포구,서울특별시 마포구 토정로 295 (용강동),02-3275-3655
153,153,홍대입구역사거리R,37.554636,126.92036,서울,마포구,서울특별시 마포구 양화로 125 (서교동),02-325-3531
154,154,마포경찰서후문,37.5508,126.953432,서울,마포구,서울특별시 마포구 마포대로 173-14 (아현동),02-392-3555
155,155,공덕,37.545913,126.952956,서울,마포구,서울특별시 마포구 마포대로 130 (공덕동),02-716-3426
156,156,합정폴리스R,37.5509,126.9134,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",02-324-3587
157,157,홍대공항철도역,37.557491,126.925146,서울,마포구,서울특별시 마포구 양화로 178 (동교동),02-332-3516
158,158,마포염리,37.543876000000004,126.94768,서울,마포구,서울특별시 마포구 독막로 311 (염리동),02-3272-3331
159,159,서강광흥창역,37.549377,126.931661,서울,마포구,서울특별시 마포구 서강로 69 (창전동),02-325-3351
160,160,합정,37.54963,126.912999,서울,마포구,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",02-323-3214
161,161,서강대흥역,37.548178,126.941576,서울,마포구,서울특별시 마포구 백범로 89-5 (대흥동),02-3272-3335
162,162,서교동사거리,37.553376,126.91856399999999,서울,마포구,서울특별시 마포구 양화로 105 (서교동),02-326-5218
163,163,상암사보이시티,37.58147,126.88898300000001,서울,마포구,서울특별시 마포구 월드컵북로54길 17 (상암동),02-373-3225
164,164,신촌오거리,37.555137,126.934694,서울,마포구,서울특별시 마포구 신촌로16길 10 (노고산동),02-334-3275
165,165,상암디지털큐브,37.5763132,126.8892477,서울,마포구,서울특별시 마포구 상암산로 34,02-758-8890
166,166,상수역,37.547481700000006,126.92321579999998,서울,마포구,서울특별시 마포구 독막로 88 (상수동),02-758-8925
167,167,공덕오거리,37.542464100000004,126.95057730000008,서울,마포구,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,02-758-8933
168,168,서교,37.551384999999996,126.91692079999999,서울,마포구,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층,02-758-8856
169,169,서강대,37.5524584,126.9378262,서울,마포구,서울특별시 마포구 백범로 23 (신수동),02-758-8783
170,170,상암MBC,37.581297,126.89090800000001,서울,마포구,서울특별시 마포구 성암로 267 (상암동),02-758-8787
171,171,홍대공원,37.5518983,126.92324280000001,서울,마포구,서울특별시 마포구 와우산로 83 (서교동),02-758-8786
172,172,홍대역,37.557175,126.923654,서울,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",02-758-8672
173,173,동교,37.556928000000006,126.91981899999999,서울,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",02-758-8637
174,174,애오개역,37.55218737,126.9555203,서울,마포구,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",02-758-8272
175,175,홍대갤러리,37.55328184,126.92482790000001,서울,마포구,"서울특별시 마포구 와우산로 101, 정명빌딩 (서교동)",02-758-8293
176,176,상암DMC,37.577622999999996,126.89068400000001,서울,마포구,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",02-6393-6219
177,177,마포일진빌딩,37.54043451,126.9463168,서울,마포구,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",02-758-8265
178,178,마포아크로,37.54145556,126.948819,서울,마포구,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,02-758-8217
179,179,홍대삼거리,37.550266,126.923179,서울,마포구,서울특별시 마포구 와우산로 64 (상수동),02-758-8402
180,180,망원역,37.555828999999996,126.91063700000001,서울,마포구,서울특별시 마포구 월드컵로 74 (서교동),02-758-8365
181,181,마포이마트,37.542421000000004,126.953341,서울,마포구,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,02-758-8467
182,182,합정메세나몰,37.551004,126.913848,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",02-758-8534
183,183,가재울뉴타운,37.5749841,126.91644409999999,서울,서대문구,서울 서대문구 가재울미래로 2 ,02-304-3724
184,184,신촌역,37.556166999999995,126.934673,서울,서대문구,서울특별시 서대문구 신촌로 73 (창천동),02-336-3529
185,185,연희동,37.566702,126.930475,서울,서대문구,서울특별시 서대문구 연희로 97 (연희동),02-326-3372
186,186,아현역,37.55782,126.95605800000001,서울,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)",02-312-3430
187,187,홍제역,37.588658,126.94386399999999,서울,서대문구,서울특별시 서대문구 통일로 451 (홍제동),02-396-3383
188,188,연세백양로,37.562644,126.937529,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,02-758-8977
189,189,명지대,37.57826179999999,126.92232330000002,서울,서대문구,서울특별시 서대문구 거북골로 53 (남가좌동),02-758-8908
190,190,연희DT,37.570214299999996,126.9339777,서울,서대문구,서울특별시 서대문구 연희로 144 (연희동),02-758-8893
191,191,동교삼거리,37.559046,126.92742,서울,서대문구,서울특별시 서대문구 신촌로 1 (창천동),02-758-8688
192,192,경기대,37.56367995,126.9646045,서울,서대문구,서울특별시 서대문구 충정로 53 (충정로2가),02-758-8163
193,193,신촌대로,37.55624543,126.93927959999999,서울,서대문구,서울특별시 서대문구 신촌로 121 (창천동),02-758-8090
194,194,신촌,37.55648577,126.9371155,서울,서대문구,서울특별시 서대문구 연세로 10-1 (창천동),02-758-8035
195,195,이대R,37.55848315,126.94596429999999,서울,서대문구,서울특별시 서대문구 이화여대길 34 (대현동),02-758-8001
196,196,연세종합관,37.56177145,126.94147079999999,서울,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",02-758-8244
197,197,이대ECC,37.561631,126.94735,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,02-758-8240
198,198,연대,37.558706,126.936727,서울,서대문구,서울특별시 서대문구 연세로 35 (창천동),02-758-8439
199,199,신촌아트레온,37.556505,126.940238,서울,서대문구,서울특별시 서대문구 신촌로 129 (창천동),02-758-8401
200,200,충정로역,37.561370000000004,126.963219,서울,서대문구,서울특별시 서대문구 충정로 23,02-758-8479
201,201,연대동문,37.566385,126.946273,서울,서대문구,서울특별시 서대문구 성산로 565 (대신동),02-758-8450
202,202,신촌명물거리,37.557796,126.93809499999999,서울,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",02-365-8330
203,203,충정타워,37.559869,126.96411,서울,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",02-758-8333
204,204,강남교보타워R,37.503789000000005,127.024075,서울,서초구,서울특별시 서초구 강남대로 465 (서초동),02-534-3604
205,205,방배다이치빌딩,37.484328999999995,126.99587199999999,서울,서초구,서울특별시 서초구 방배로 114 (방배동),02-3473-3576
206,206,센트럴F1,37.505148,127.004395,서울,서초구,서울특별시 서초구 신반포로 176 (반포동),02-537-3598
207,207,서초역이화빌딩,37.487931,127.009126,서울,서초구,서울특별시 서초구 반포대로21길 3 (서초동),02-522-3533
208,208,서초구청,37.484206,127.030103,서울,서초구,서울특별시 서초구 남부순환로 2557 (서초동),02-3471-3545
209,209,서초우성사거리,37.493545000000005,127.02943,서울,서초구,서울특별시 서초구 강남대로 343 (서초동),02-3486-3536
210,210,이수역사거리,37.48585,126.983027,서울,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",02-3476-3472
211,211,강남대로신사,37.51489,127.019469,서울,서초구,서울특별시 서초구 강남대로 595 (잠원동),02-516-3402
212,212,서울고속터미널,37.504406,127.005648,서울,서초구,서울특별시 서초구 신반포로 194 (반포동),02-592-3432
213,213,강남대로논현R,37.507413,127.02256799999999,서울,서초구,서울특별시 서초구 강남대로85길 5 (반포동),02-515-3419
214,214,방배,37.491914,126.99049739999998,서울,서초구,서울특별시 서초구 방배로 211,02-536-3204
215,215,방배카페거리,37.4934767,126.9865297,서울,서초구,서울특별시 서초구 방배중앙로 162 (방배동),02-536-3206
216,216,서초법원,37.49297,127.011875,서울,서초구,서울특별시 서초구 서초대로 274 (서초동),02-523-3294
217,217,청계산입구역,37.447323,127.05625,서울,서초구,서울특별시 서초구 청계산로 203 (신원동),02-577-3253
218,218,사당로데오,37.4772752,126.98216049999996,서울,서초구,서울특별시 서초구 방배천로 5-4(방배동),02-758-8953
